Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"ELF3-AS1","ELF3 Antisense RNA 1","RNA Gene","","21","GC01M202001","5.72899484634399","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELF3-AS1"
"TRIP11","Thyroid Hormone Receptor Interactor 11","Protein Coding","Q15643","54","GC14M091965","5.72549104690552","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIP11"
"MIR589","MicroRNA 589","RNA Gene","","28","GC07M005495","5.72062015533447","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR589"
"RCN1","Reticulocalbin 1","Protein Coding","Q15293","51","GC11P032090","5.71967601776123","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCN1"
"PCDH11Y","Protocadherin 11 Y-Linked","Protein Coding","Q9BZA8","40","GC0YP005000","5.71896409988403","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDH11Y"
"KLF8","KLF Transcription Factor 8","Protein Coding","O95600","51","GC0XP058687","5.71859788894653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF8"
"TMPRSS11A","Transmembrane Serine Protease 11A","Protein Coding","Q6ZMR5","47","GC04M067909","5.71772384643555","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPRSS11A"
"P2RY2","Purinergic Receptor P2Y2","Protein Coding","P41231","56","GC11P095222","5.71722793579102","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RY2"
"CLDN16","Claudin 16","Protein Coding","Q9Y5I7","53","GC03P190290","5.71363830566406","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN16"
"DST","Dystonin","Protein Coding","Q03001","55","GC06M056457","5.71336460113525","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DST"
"ALDH3A1","Aldehyde Dehydrogenase 3 Family Member A1","Protein Coding","P30838","59","GC17M019737","5.71316623687744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH3A1"
"PDCD11","Programmed Cell Death 11","Protein Coding","Q14690","43","GC10P103396","5.71306991577148","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD11"
"CCDC88A","Coiled-Coil Domain Containing 88A","Protein Coding","Q3V6T2","54","GC02M055287","5.7130069732666","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC88A"
"CLCA4","Chloride Channel Accessory 4","Protein Coding","Q14CN2","47","GC01P086547","5.71268844604492","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCA4"
"HAS1","Hyaluronan Synthase 1","Protein Coding","Q92839","51","GC19M097316","5.71266889572144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAS1"
"LMOD1","Leiomodin 1","Protein Coding","P29536","52","GC01M201896","5.71074676513672","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMOD1"
"DNAI7","Dynein Axonemal Intermediate Chain 7","Protein Coding","Q6TDU7","40","GC12M031026","5.70918369293213","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAI7"
"UFL1","UFM1 Specific Ligase 1","Protein Coding","O94874","46","GC06P096521","5.70820617675781","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UFL1"
"TANGO2","Transport And Golgi Organization 2 Homolog","Protein Coding","Q6ICL3","47","GC22P020017","5.70811223983765","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TANGO2"
"OIP5","Opa Interacting Protein 5","Protein Coding","O43482","41","GC15M041309","5.70754337310791","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OIP5"
"TNKS","Tankyrase","Protein Coding","O95271","54","GC08P009555","5.70733499526978","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNKS"
"SLC25A11","Solute Carrier Family 25 Member 11","Protein Coding","Q02978","54","GC17M004937","5.70598840713501","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A11"
"MIR3613","MicroRNA 3613","RNA Gene","","24","GC13M049996","5.70581769943237","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3613"
"TGM4","Transglutaminase 4","Protein Coding","P49221","51","GC03P044874","5.70435667037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGM4"
"PAEP","Progestagen Associated Endometrial Protein","Protein Coding","P09466","52","GC09P135561","5.70292663574219","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAEP"
"HIF1AN","Hypoxia Inducible Factor 1 Subunit Alpha Inhibitor","Protein Coding","Q9NWT6","53","GC10P100529","5.70158338546753","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIF1AN"
"MGAT5","Alpha-1,6-Mannosylglycoprotein 6-Beta-N-Acetylglucosaminyltransferase","Protein Coding","Q09328","50","GC02P134119","5.70102882385254","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAT5"
"FOXD1","Forkhead Box D1","Protein Coding","Q16676","47","GC05M073444","5.69840812683105","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXD1"
"MIR1285-1","MicroRNA 1285-1","RNA Gene","","21","GC07M092204","5.69826173782349","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1285-1"
"UQCC2","Ubiquinol-Cytochrome C Reductase Complex Assembly Factor 2","Protein Coding","Q9BRT2","50","GC06M033694","5.6970648765564","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCC2"
"PGA5","Pepsinogen A5","Protein Coding","P0DJD9","47","GC11P061241","5.69464254379272","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGA5"
"CPQ","Carboxypeptidase Q","Protein Coding","Q9Y646","51","GC08P096645","5.69336128234863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPQ"
"IFNA21","Interferon Alpha 21","Protein Coding","P01568","47","GC09M021165","5.69327640533447","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA21"
"ATP6V1A","ATPase H+ Transporting V1 Subunit A","Protein Coding","P38606","58","GC03P113786","5.693274974823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1A"
"TARS1","Threonyl-TRNA Synthetase 1","Protein Coding","P26639","54","GC05P033473","5.69297027587891","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TARS1"
"CSN1S1","Casein Alpha S1","Protein Coding","P47710","49","GC04P070045","5.69150257110596","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSN1S1"
"BCDIN3D","BCDIN3 Domain Containing RNA Methyltransferase","Protein Coding","Q7Z5W3","47","GC12M051480","5.69068098068237","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCDIN3D"
"ATPAF2","ATP Synthase Mitochondrial F1 Complex Assembly Factor 2","Protein Coding","Q8N5M1","51","GC17M017977","5.69055223464966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATPAF2"
"NELFA","Negative Elongation Factor Complex Member A","Protein Coding","Q9H3P2","52","GC04M005287","5.6904616355896","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NELFA"
"DCXR","Dicarbonyl And L-Xylulose Reductase","Protein Coding","Q7Z4W1","55","GC17M086491","5.68818092346191","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCXR"
"CAPN1","Calpain 1","Protein Coding","P07384","63","GC11P094604","5.68796253204346","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN1"
"MN1","MN1 Proto-Oncogene, Transcriptional Regulator","Protein Coding","Q10571","54","GC22M027748","5.68780422210693","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN1"
"SMN2","Survival Of Motor Neuron 2, Centromeric","Protein Coding","Q16637","51","GC05P070049","5.68680620193481","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMN2"
"SLC4A11","Solute Carrier Family 4 Member 11","Protein Coding","Q8NBS3","51","GC20M004159","5.68619346618652","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC4A11"
"EEF2K","Eukaryotic Elongation Factor 2 Kinase","Protein Coding","O00418","57","GC16P096357","5.68568992614746","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF2K"
"RNF213","Ring Finger Protein 213","Protein Coding","Q63HN8","51","GC17P080260","5.68563270568848","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF213"
"ASH2L","ASH2 Like, Histone Lysine Methyltransferase Complex Subunit","Protein Coding","Q9UBL3","54","GC08P040499","5.68326711654663","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASH2L"
"RPL27A","Ribosomal Protein L27a","Protein Coding","P46776","48","GC11P008682","5.68321514129639","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL27A"
"LZTS2","Leucine Zipper Tumor Suppressor 2","Protein Coding","Q9BRK4","43","GC10P100996","5.68133592605591","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LZTS2"
"H2AC20","H2A Clustered Histone 20","Protein Coding","Q16777","50","GC01P166895","5.68064785003662","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AC20"
"OXTR","Oxytocin Receptor","Protein Coding","P30559","60","GC03M008767","5.68056392669678","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OXTR"
"IFNA13","Interferon Alpha 13","Protein Coding","P01562","44","GC09M021367","5.68055438995361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA13"
"WNT11","Wnt Family Member 11","Protein Coding","O96014","56","GC11M076186","5.6802225112915","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT11"
"NDUFA9","NADH:Ubiquinone Oxidoreductase Subunit A9","Protein Coding","Q16795","55","GC12P004649","5.67927312850952","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA9"
"SUGCT","Succinyl-CoA:Glutarate-CoA Transferase","Protein Coding","Q9HAC7","52","GC07P041125","5.67805147171021","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUGCT"
"SMURF1","SMAD Specific E3 Ubiquitin Protein Ligase 1","Protein Coding","Q9HCE7","55","GC07M099027","5.67715358734131","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMURF1"
"RNF20","Ring Finger Protein 20","Protein Coding","Q5VTR2","51","GC09P101533","5.67667579650879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF20"
"RALY","RALY Heterogeneous Nuclear Ribonucleoprotein","Protein Coding","Q9UKM9","45","GC20P033993","5.67312860488892","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RALY"
"SEMA3C","Semaphorin 3C","Protein Coding","Q99985","56","GC07M080742","5.67292213439941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEMA3C"
"NDUFA10","NADH:Ubiquinone Oxidoreductase Subunit A10","Protein Coding","O95299","55","GC02M239893","5.67236137390137","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA10"
"SUCLG2","Succinate-CoA Ligase GDP-Forming Subunit Beta","Protein Coding","Q96I99","55","GC03M067358","5.67058753967285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUCLG2"
"RASSF5","Ras Association Domain Family Member 5","Protein Coding","Q8WWW0","46","GC01P206507","5.67052364349365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASSF5"
"TDP1","Tyrosyl-DNA Phosphodiesterase 1","Protein Coding","Q9NUW8","57","GC14P089954","5.67033624649048","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TDP1"
"IRX2-DT","IRX2 Divergent Transcript","RNA Gene","Q86SI9","34","GC05P002751","5.67023611068726","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRX2-DT"
"STK3","Serine/Threonine Kinase 3","Protein Coding","Q13188","56","GC08M098343","5.67000961303711","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK3"
"CYP2A7","Cytochrome P450 Family 2 Subfamily A Member 7","Protein Coding","P20853","43","GC19M040875","5.66929531097412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2A7"
"PGA4","Pepsinogen A4","Protein Coding","P0DJD7","39","GC11P061222","5.66645479202271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGA4"
"CDH16","Cadherin 16","Protein Coding","O75309","51","GC16M066908","5.66626024246216","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH16"
"DSE","Dermatan Sulfate Epimerase","Protein Coding","Q9UL01","51","GC06P145980","5.66509532928467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSE"
"OSGIN1","Oxidative Stress Induced Growth Inhibitor 1","Protein Coding","Q9UJX0","41","GC16P098242","5.66457366943359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSGIN1"
"LRRFIP2","LRR Binding FLII Interacting Protein 2","Protein Coding","Q9Y608","49","GC03M037052","5.66435241699219","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRFIP2"
"PAX9","Paired Box 9","Protein Coding","P55771","56","GC14P036657","5.66364002227783","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAX9"
"WWP1","WW Domain Containing E3 Ubiquitin Protein Ligase 1","Protein Coding","Q9H0M0","51","GC08P086342","5.66100263595581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WWP1"
"SH3PXD2A","SH3 And PX Domains 2A","Protein Coding","Q5TCZ1","51","GC10M103594","5.65895175933838","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3PXD2A"
"KLK9","Kallikrein Related Peptidase 9","Protein Coding","Q9UKQ9","41","GC19M051002","5.6570143699646","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK9"
"RPS18","Ribosomal Protein S18","Protein Coding","P62269","43","GC06P144829","5.65671443939209","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS18"
"MIR655","MicroRNA 655","RNA Gene","","22","GC14P117931","5.65625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR655"
"SYVN1","Synoviolin 1","Protein Coding","Q86TM6","52","GC11M128988","5.65594530105591","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYVN1"
"MIR541","MicroRNA 541","RNA Gene","","28","GC14P117928","5.65526390075684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR541"
"STRADA","STE20 Related Adaptor Alpha","Protein Coding","Q7RTN6","56","GC17M085895","5.6524920463562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STRADA"
"SNORD43","Small Nucleolar RNA, C/D Box 43","RNA Gene","","19","GC22M081067","5.65236759185791","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD43"
"AASS","Aminoadipate-Semialdehyde Synthase","Protein Coding","Q9UDR5","54","GC07M122073","5.6506552696228","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AASS"
"CACNA1G-AS1","CACNA1G Antisense RNA 1","RNA Gene","","20","GC17M085628","5.65033149719238","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1G-AS1"
"NEB","Nebulin","Protein Coding","P20929","52","GC02M151485","5.64862251281738","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEB"
"TXNDC15","Thioredoxin Domain Containing 15","Protein Coding","Q96J42","48","GC05P134873","5.64807558059692","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNDC15"
"CCNO","Cyclin O","Protein Coding","P22674","54","GC05M055231","5.64802598953247","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNO"
"MAPKAP1","MAPK Associated Protein 1","Protein Coding","Q9BPZ7","56","GC09M125437","5.64658069610596","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPKAP1"
"AZIN1","Antizyme Inhibitor 1","Protein Coding","O14977","49","GC08M102826","5.6457781791687","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AZIN1"
"DSG4","Desmoglein 4","Protein Coding","Q86SJ6","54","GC18P031377","5.6439962387085","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSG4"
"EIF4A2","Eukaryotic Translation Initiation Factor 4A2","Protein Coding","Q14240","57","GC03P186783","5.64177513122559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4A2"
"GATD3","Glutamine Amidotransferase Class 1 Domain Containing 3","Protein Coding","P0DPI2","44","GC21P048818","5.64122676849365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATD3"
"MIR30C2","MicroRNA 30c-2","RNA Gene","","20","GC06M097653","5.63828468322754","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30C2"
"LRRC41","Leucine Rich Repeat Containing 41","Protein Coding","Q15345","42","GC01M046261","5.63818693161011","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC41"
"STXBP1","Syntaxin Binding Protein 1","Protein Coding","P61764","62","GC09P143801","5.63646602630615","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STXBP1"
"DARS1","Aspartyl-TRNA Synthetase 1","Protein Coding","P14868","56","GC02M135905","5.62994956970215","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DARS1"
"EGR2","Early Growth Response 2","Protein Coding","P11161","58","GC10M062811","5.62959671020508","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGR2"
"HTT","Huntingtin","Protein Coding","P42858","56","GC04P003041","5.62893390655518","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTT"
"MT1G","Metallothionein 1G","Protein Coding","P13640","41","GC16M056666","5.62750148773193","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT1G"
"RAPSN","Receptor Associated Protein Of The Synapse","Protein Coding","Q13702","54","GC11M128624","5.62571239471436","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAPSN"
"IFNA14","Interferon Alpha 14","Protein Coding","P01570","47","GC09M021239","5.62535858154297","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA14"
"PSMD4","Proteasome 26S Subunit Ubiquitin Receptor, Non-ATPase 4","Protein Coding","P55036","58","GC01P167002","5.62420177459717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD4"
"CASQ2","Calsequestrin 2","Protein Coding","O14958","56","GC01M115700","5.62364196777344","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASQ2"
"ABCB10","ATP Binding Cassette Subfamily B Member 10","Protein Coding","Q9NRK6","52","GC01M229516","5.62299156188965","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCB10"
"CCT5","Chaperonin Containing TCP1 Subunit 5","Protein Coding","P48643","56","GC05P010249","5.62148380279541","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT5"
"SETD7","SET Domain Containing 7, Histone Lysine Methyltransferase","Protein Coding","Q8WTS6","58","GC04M139495","5.62098121643066","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD7"
"CLDN14","Claudin 14","Protein Coding","O95500","54","GC21M036460","5.62057685852051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN14"
"SETD1A","SET Domain Containing 1A, Histone Lysine Methyltransferase","Protein Coding","O15047","54","GC16P096751","5.61688423156738","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD1A"
"ARL11","ADP Ribosylation Factor Like GTPase 11","Protein Coding","Q969Q4","45","GC13P049628","5.61490964889526","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARL11"
"TMEM97","Transmembrane Protein 97","Protein Coding","Q5BJF2","45","GC17P028319","5.61446857452393","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM97"
"NEFH","Neurofilament Heavy Chain","Protein Coding","P12036","58","GC22P029480","5.61420345306396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEFH"
"NSD3","Nuclear Receptor Binding SET Domain Protein 3","Protein Coding","Q9BZ95","52","GC08M038269","5.61362075805664","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSD3"
"TUBA4B","Tubulin Alpha 4b","Protein Coding","Q9H853","35","GC02P219253","5.61295557022095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA4B"
"EIF4A3","Eukaryotic Translation Initiation Factor 4A3","Protein Coding","P38919","57","GC17M086378","5.60772228240967","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4A3"
"SAGE1","Sarcoma Antigen 1","Protein Coding","Q9NXZ1","39","GC0XP135889","5.60568428039551","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAGE1"
"POLR3A","RNA Polymerase III Subunit A","Protein Coding","O14802","57","GC10M079174","5.60350656509399","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR3A"
"STRAP","Serine/Threonine Kinase Receptor Associated Protein","Protein Coding","Q9Y3F4","50","GC12P015882","5.60221242904663","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STRAP"
